id,category,language,question,answer
548,CATEGORY 1 — ACCOMMODATION,Sinhala,ආරක්ෂක නීති අනුගමනය කිරීම වැදගත් වන්නේ ඇයි?,"අනතුරු වැළැක්වීම, පුද්ගලික ආරක්ෂාව සහ දේපල ආරක්ෂාව සඳහා ය."
549,CATEGORY 1 — ACCOMMODATION,Sinhala,තනිව ගමන් කරන අය සඳහා ඔබ ලබාදෙන උපදෙස් මොනවාද?,"අනතුරුවලින් ದೂರවීම, රෑකාලයේ මඳ ජනයා ඇති ප්‍රදේශවලට නොයෑම, සහ ගමන් තොරතුරු හවුල් කිරීම."
550,CATEGORY 1 — ACCOMMODATION,Sinhala,ආගන්තුකයින්ට සාමකාමී හා සෞම්‍ය පරිසරයක් ලබාදීමේ අරමුණ කුමක්ද?,ආගන්තුකයෙකු සුවපහසුවෙන් විවේක ගත කරමින් සතුටුදායක හා සැපපහසු නවාතැන් අත්දැකීමක් ලබාගැනීමට හැකි වන පරිදි පරිසරය සකස් කිරීම එහි ප්‍රධාන අරමුණයි.
551,CATEGORY 2 — TRANSPORTATION,Sinhala,ශ්‍රී ලංකාවේ බස් ටිකට් ගන්නා ක්‍රමය කුමක්ද?,බස් රථයට පිවිසීමෙන් පසු බස් පරීක්ෂකයා වෙතින් ගමන් පත්‍රය මිලදී ගත හැක.
552,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රියට ගමන් පත්‍රය ගන්නා ස්ථානය කුමක්ද?,දුම්රිය ස්ථානයේ ගමන් පත්‍ර කවුළුවෙන් ගමන් පත්‍රය ලබාගත හැක.
553,CATEGORY 2 — TRANSPORTATION,Sinhala,ගුවන් තොටුපලට අවශ්‍ය කාලය කොපමණද?,ගමන් මාර්ගය හා ගමන් කාලය අනුව සාමාන්‍යයෙන් විනාඩි කිහිපයකින් පැය එකක් දක්වා වෙයි.
554,CATEGORY 2 — TRANSPORTATION,Sinhala,ත්‍රිචක්‍ර වාහනයක් (ටික්ටොක්/ට්‍රයිෂෝ) බෙහෙවින් භාවිතා කළ හැක්කේ කෙසේද?,මාර්ගයේ සිටින ගමනාගමන රථ රියදුරෙකුට අත්සන් කරවා බදු ගණන කතා කර ගමන් කළ හැක.
555,CATEGORY 2 — TRANSPORTATION,Sinhala,බස් මාර්ගය හොඳින් හඳුනාගැනීමට කුමක් සිදු කළ යුතුද?,බස් රථයේ පෙරදෙස පුවරුව පරීක්ෂා කිරීමෙන් ගමන් මාර්ගය හඳුනාගත හැක.
556,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රිය මඟින් ගමන් කිරීමේ ප්‍රධාන වාසිය කුමක්ද?,වේගයෙන් සහ වැඩි ආරක්ෂාවෙන් ගමන් කළ හැකි වීමය.
557,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රිය ගමන් කාලසටහන හඳුනාගත හැක්කේ කෙසේද?,දුම්රිය ස්ථානයේ තොරතුරු පුවරුව හෝ රාජකීය ප්‍රවාහන පුවරුව පරීක්ෂා කිරීමෙන්.
558,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් සඳහා වැය වියදම පෙරදැනීමෙන් දැන ගැනීමට හැකිද?,"ඔව්, බස් හෝ දුම්රිය ගාස්තු වගුව පරීක්ෂා කිරීමෙන් වියදම දැනගත හැක."
559,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රිය මඟින් ආසන වෙන්කරවා ගැනීම සිදු කළ හැකිද?,ඇතැම් දුම්රිය මාර්ගවල ආසන වෙන්කරවා ගැනීම සිදු කළ හැක; ඒ සඳහා පෙරදැනීමෙන් අයදුම් කළ යුතුය.
560,CATEGORY 2 — TRANSPORTATION,Sinhala,රාත්‍රීබස් ගමන් සඳහා ආරක්ෂාව තහවුරු කරන්නේ කෙසේද?,"බස් නවත්වන ස්ථාන දැනගනිමින්, අඳුරු ප්‍රදේශවල නොනැවතියෙන් සහ පුද්ගලික වත්කම් ආරක්ෂාව රැකීමෙන්."
561,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් සදහා ගන්නා ලොඩ් බෑග් ආරක්ෂිතව තබාගැනීම කෙසේද?,අතට මැද ගෙන සිටීම හෝ ගමන් බෑග් තැබීමට නියමිත ප්‍රදේශ භාවිතා කිරීම සුදුසුය.
562,CATEGORY 2 — TRANSPORTATION,Sinhala,ගුවන් ගමන් සඳහා අවශ්‍ය ගමන් ලිපි ගොනු මොනවාද?,"ගමන් ලිපි ගොනුව, රට පිවිසීමේ අවසර පත්‍රය සහ අනෙකුත් මනාප ලේඛන අවශ්‍ය වේ."
563,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් මඟ හරහා ස්ථානමාරු කිරීමට හොඳ ක්‍රමය කුමක්ද?,"මඟ සම්බන්ධන ස්ථාන, වේලාවන් සහ දුම්රිය/බස් කාලසටහන් පිළිබඳ පෙරදැනුම් ලබාගත යුතුය."
564,CATEGORY 2 — TRANSPORTATION,Sinhala,අධික අවුලේදී බස් හෝ දුම්රිය ගත නොහැකි නම් කරන්නේ කුමක්ද?,ප්‍රවාහන රියදුරුන් හෝ සේවකයින්ගෙන් උපදෙස් ලබා සිදුවන තත්ත්වයට සරිලන මාර්ගයක් තෝරාගන්න.
565,CATEGORY 2 — TRANSPORTATION,Sinhala,බස් ගමන් කළ විට තනිව සිටීම ආරක්ෂිතද?,පුද්ගලික දේපළ ආරක්ෂා කර සිටීම සහ ප්‍රසිද්ධ නවත්වන ස්ථාන භාවිතා කිරීම ආරක්ෂාව වැඩි කරයි.
566,CATEGORY 2 — TRANSPORTATION,Sinhala,දිනපතා පුරප්පාඩු හේතු නිසා දුම්රිය ප්‍රමාදවී නම් කුමක් කළ යුතුද?,"ප්‍රවාහන පුවරුවේ ප්‍රකාශන පරීක්ෂා කර, අවශ්‍ය නම් වෙනත් මාර්ගයක් භාවිතා කළ හැක."
567,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් සදහා මාර්ගසටහන හඳුනාගැනීමේ පහසු ක්‍රමයක් කුමක්ද?,ප්‍රවාහන මාර්ග නක්ශය හෝ ප්‍රදේශීය මාර්ගසටහන පරීක්ෂා කිරීමෙන්.
568,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රිය මගින් ගමන් කරන විට ගමන් වේගය මෙන්ම දසුන් නරඹන්න පුළුවන්ද?,"ඔව්, දුම්රිය මඟින් ගමන් කිරීමෙන් බොහෝ ස්වභාවික දසුන් නරඹිය හැක."
569,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් කළ යුතු වේලාවන් ගැන විස්තර දැනගත හැක්කේ කෙසේද?,"ප්‍රවාහන කාලසටහන, ස්ථාන පුවරුව හෝ ප්‍රදේශීය තොරතුරු මධ්‍යස්ථානය පරීක්ෂා කිරීමෙන්."
570,CATEGORY 2 — TRANSPORTATION,Sinhala,බස් සඳහා ගෙවීම් කරන්නේ කෙසේද?,බස් පරීක්ෂකයා වෙත ගාස්තු ගෙවීමෙන් ගමන් පත්‍රය ලබාගත හැක.
571,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් අතරතුර නවත්වන ස්ථාන තිබේද?,බස් හෝ දුම්රිය මඟදී නියමිත විවේක ස්ථාන ඇත.
572,CATEGORY 2 — TRANSPORTATION,Sinhala,ගුවන් තොටුපලට ගමන් සූදානමින් දැනගන්න වයඹ කියවාගත යුතු තොරතුරු මොනවාද?,"ගමන් කාලසටහන, ගුවන් යානය පිවිසුම් දොරටුව, සහ ගබඩා නීති."
573,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රිය ගමන් සඳහා කුඩා දරුවන්ට අවශ්‍ය පහසුකම් තිබේද?,"ඇත, දෙපාර්ශවික બેઠක, ළදරුවන් සදහා නිවාසිතාකරණය සහ ආරක්ෂිත බෑග් තැන්පත් ස්ථාන ඇත."
574,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් අතරතුර මාර්ගය පිළිබඳ වරදක් සිදු වුවහොත් මට කළ යුතු වන්නේ කුමක්ද?,මඟපෙන්වීම සඳහා රියදුරා හෝ ප්‍රවාහන සේවකයින්ගෙන් උපදෙස් ලබාගත යුතුය.
575,CATEGORY 2 — TRANSPORTATION,Sinhala,බස් හෝ දුම්රිය පුරප්පාඩුවක් ඇති විට පෝලිමක ඉන්නා අයගේ අයිතිවාසිකම් මොනවාද?,පළමුව සිටින අයවලට උසස් ප්‍රාථමිකත්වය තිබේ; නීති රීති පිළිපදිය යුතුයි.
576,CATEGORY 2 — TRANSPORTATION,Sinhala,උසස් මාර්ගවල ගමන් කිරීමේදී අවදානම් මොනවාද?,"වාහන වේගය, ඇද හැලෙන මාර්ග සහ අඩු දැක්ම අවදානම් බවක් ඇත."
577,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් මඟින් භූ දර්ශන නරඹන්නට අවස්ථා තිබේද?,"ඔව්, බස් හා දුම්රිය මාර්ග බොහොමයක් ස්වභාවික දසුන් මත ගමන් කරයි."
578,CATEGORY 2 — TRANSPORTATION,Sinhala,නගර තුළ කෙටි දුර ගමන් කිරීම සඳහා හොඳම මාර්ගය කුමක්ද?,ත්‍රිචක්‍ර වාහන හෝ නගර බස් භාවිතා කිරීම යෝග්‍ය වේ.
579,CATEGORY 2 — TRANSPORTATION,Sinhala,දුම්රියට නැගීමේදී නිතර ඇතිවන අවදානම් මොනවාද?,"දුවගෙන දුම්රියට නැගීම, දොරකඩ අසුරේ පීඩනය, සහ බෑග් වැටීම."
580,CATEGORY 2 — TRANSPORTATION,Sinhala,මාර්ගය හඳුනාගැනීමේදී ප්‍රදේශීය ජනතාවගෙන් උපදෙස් ලබාගත හැකිද?,"ඔව්, බොහෝ දෙනා කරුණාවෙන් මඟ පෙන්වීමේ උපකාර ලබා දෙති."
581,CATEGORY 2 — TRANSPORTATION,Sinhala,ගමන් අතරතුර ගබඩා බෑග් සුරක්ෂිතව තැබිය හැක්කේ කෙසේද?,"අතට ලඟින් තැබීම, දුම්රිය/බස් තුළ නියමිත බෑග් තැන්පත් ස්ථාන භාවිතා කිරීම, හෝ වැසී ඇති බෑග් භාවිතා කිරීම යෝග්‍ය වේ."
